feature	importance
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales;g__Amoebophrya;s__uncultured_marine	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales;g__Amoebophrya;s__phytoplankton_environmental	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales;g__Syndiniales;__	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales;g__Hematodinium;s__Hematodinium_sp.	0.0
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Cryptosporida;f__Cryptosporida;g__Cryptosporidium;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Ochrophyta;c__Ochrophyta;o__Ochrophyta;f__Ochrophyta;g__Ochrophyta;s__Aurearena_cruciata	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Echiuroinea;f__Echiuroinea;g__Echiuroinea;__	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida;f__Capitellida;g__Capitellida;s__Scalibregma_inflatum	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida;f__Capitellida;g__Capitellida;s__Arenicola_brasiliensis	0.0
d__Eukaryota;p__Annelida;c__Clitellata;o__Rhynchobdellida;f__Rhynchobdellida;g__Rhynchobdellida;__	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Protodrilidae;f__Protodrilidae;g__Protodrilus;s__Protodrilus_sp.	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Polychaeta;f__Polychaeta;g__Polychaeta;s__Potamodrilus_fluviatilis	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Phyllodocida;g__Phyllodocida;s__Laetmonice_producta	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Palpata_Incertae_Sedis;f__Palpata_Incertae_Sedis;g__Palpata_Incertae_Sedis;s__Paranerilla_limicola	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Golfingiida;f__Golfingiida;g__Golfingiida;__	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Eunicida;f__Eunicida;g__Eunicida;s__Ophryotrocha_labronica	0.0
d__Eukaryota;p__Protosteliida;c__Protosteliida;o__Protosteliida;f__Protosteliida;g__Protostelium;s__Protostelium_nocturnum	0.0
d__Eukaryota;p__Protosteliida;c__Protosteliida;o__Protosteliida;f__Protosteliida;g__Protostelium;s__Protostelium_mycophagum	0.0
d__Eukaryota;p__Protosteliida;c__Protosteliida;o__Protosteliida;f__Protosteliida;g__Protosteliida;s__metagenome	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales_Group_V;g__Syndiniales_Group_V;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales_Group_V;g__Syndiniales_Group_V;__	0.0
d__Eukaryota;p__Prymnesiophyceae;c__Prymnesiophyceae;o__Prymnesiales;f__Prymnesiales;g__Prymnesiales;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Prymnesiophyceae;c__Prymnesiophyceae;o__Prymnesiales;f__Prymnesiales;g__OLI51059;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Prymnesiophyceae;c__Prymnesiophyceae;o__Prymnesiales;f__Prymnesiales;g__Chrysocampanula;s__Chrysocampanula_spinifera	0.0
d__Eukaryota;p__Protalveolata;c__Protalveolata;o__Protalveolata;f__Protalveolata;g__Oxyrrhis;s__Oxyrrhis_marina	0.0
d__Eukaryota;p__Retaria;c__Acantharia;o__Acantharea_Group_I;f__Acantharea_Group_I;g__Acantharea_Group_I;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__Acantharia;__;__;__;__	0.0
d__Eukaryota;p__Retaria;__;__;__;__;__	0.0
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__Perkinsidae;f__Perkinsidae;g__Parvilucifera;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__Perkinsidae;f__Perkinsidae;g__Parvilucifera;s__Parvilucifera_rostrata	0.0
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__Perkinsidae;f__Perkinsidae;g__Parvilucifera;s__Parvilucifera_prorocentri	0.0
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__Perkinsidae;f__Perkinsidae;g__Parvilucifera;s__Parvilucifera_corolla	0.0
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__Perkinsidae;f__Perkinsidae;g__Parvilucifera;__	0.0
d__Eukaryota;p__Protalveolata;c__Protalveolata;o__Protalveolata;f__Protalveolata;g__Oxyrrhis;s__uncultured_apicomplexan	0.0
d__Eukaryota;p__Prymnesiophyceae;c__Prymnesiophyceae;o__Isochrysidales;f__Isochrysidales;__;__	0.0
d__Eukaryota;p__Preaxostyla;c__Preaxostyla;o__Preaxostyla;f__Preaxostyla;g__Paratrimastix;s__Paratrimastix_pyriformis	0.0
d__Eukaryota;p__Preaxostyla;c__Preaxostyla;o__Oxymonadida;f__Oxymonadida;g__Oxymonadida;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Porifera;c__Homoscleromorpha;o__Homosclerophorida;f__Homosclerophorida;g__Homosclerophorida;__	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Verongiida;f__Verongiida;g__Verongiida;__	0.0
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__A31;f__A31;g__A31;s__metagenome	0.0
d__Eukaryota;p__Protalveolata;c__Incertae_Sedis;o__Ellobiopsidae;f__Ellobiopsidae;g__Thalassomyces;s__Thalassomyces_sp.	0.0
d__Eukaryota;p__Protalveolata;c__Colpodellida;o__Colpodellida;f__Colpodellida;g__Colpodella;s__uncultured_Colpodella	0.0
d__Eukaryota;p__Protalveolata;c__Colpodellida;o__Colpodellida;f__Colpodellida;g__Colpodella;__	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida;f__Sabellida;g__Sabellida;s__Sabellastarte_sp.	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Dalyellioida;g__Dalyellioida;s__Canetellia_beauchampi	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Dalyellioida;g__Dalyellioida;s__Bresslauilla_relicta	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Dalyellioida;g__Dalyellioida;__	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Proseriata;g__Proseriata;__	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida;f__Macrostomida;g__Macrostomida;s__Microstomum_sp.	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Tricladida;f__Maricola;g__Maricola;__	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Tricladida;f__Continenticola;g__Continenticola;__	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Neodalyellida;g__Neodalyellida;s__Halammovortex_sp.	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Neodalyellida;g__Neodalyellida;s__Beklemischeviella_angustior	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Dalyellioida;g__Dalyellioida;s__Pogaina_sp.	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida;f__Sabellida;g__Sabellida;s__Neodexiospira_steueri	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida;f__Sabellida;g__Sabellida;s__Fabriciola_liguronis	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida;f__Sabellida;g__Sabellida;s__Circeis_armoricana	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida;f__Sabellida;g__Sabellida;s__Bispira_crassicornis	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Spionida;f__Spionida;g__Spionida;s__Scolelepis_squamata	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Spionida;f__Spionida;g__Spionida;s__Rhynchospio_foliosa	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Scolecida;f__Scolecida;g__Scolecida;s__Naineris_grubei	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Scolecida;f__Orbiniidae;g__Orbiniidae;s__Scoloplos_cf.	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Poecilosclerida;g__Poecilosclerida;__	0.0
d__Eukaryota;p__Preaxostyla;c__Preaxostyla;o__Preaxostyla;f__Preaxostyla;g__Paratrimastix;s__Trimastix_marina	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Haplosclerida;f__Haplosclerida;g__Haplosclerida;s__Haliclona_amboinensis	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Haplosclerida;f__Haplosclerida;g__Haplosclerida;s__Amphimedon_sp.	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Haplosclerida;f__Haplosclerida;g__Haplosclerida;s__Aka_mucosa	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Poecilosclerida;g__Poecilosclerida;s__Iotrochota_birotulata	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Poecilosclerida;g__Poecilosclerida;s__Clathria_reinwardti	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Poecilosclerida;g__Poecilosclerida;s__Clathria_prolifera	0.0
d__Eukaryota;p__Protalveolata;c__Chromerida;o__Chromerida;f__Chromerida;g__Chromera;s__Chromera_velia	0.0
d__Eukaryota;p__Protalveolata;__;__;__;__;__	0.0
d__Eukaryota;p__Preaxostyla;c__Preaxostyla;o__Preaxostyla;f__Preaxostyla;g__Trimastix;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Porifera;c__Demospongiae;o__Haplosclerida;f__Haplosclerida;g__Haplosclerida;s__Haliclona_cinerea	0.0
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Centramoebida;f__Centramoebida;g__Acanthamoeba;s__Acanthamoeba_sp.	0.0
d__Eukaryota;p__Annelida;c__Clitellata;o__Arhynchobdellida;f__Arhynchobdellida;g__Arhynchobdellida;__	0.0
d__Eukaryota;p__Annelida;c__Clitellata;__;__;__;__	0.0
d__Eukaryota;p__Animalia;c__Animalia;o__Animalia;f__Animalia;g__Animalia;s__Sanchytrium_tribonematis	0.0
d__Eukaryota;p__Ancyromonadida;c__Ancyromonadida;o__Ancyromonadida;f__Ancyromonadida;g__Ancyromonas;s__Planomonas_micra	0.0
d__Eukaryota;p__uncultured;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__Prorocentrum_triestinum	0.0
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Centramoebida;f__Centramoebida;g__Centramoebida;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__Foraminifera;o__Tubothalamea;f__Miliolida;__;__	0.0
d__Eukaryota;p__Prymnesiophyceae;c__Prymnesiophyceae;__;__;__;__	0.0
d__Eukaryota;p__Retaria;c__Foraminifera;o__Rotaliida;f__Rotaliida;g__Rotaliida;__	0.0
d__Eukaryota;p__Retaria;c__Foraminifera;o__Rotaliida;f__Elphidiidae;g__Elphidium;s__Elphidium_aculeatum	0.0
d__Eukaryota;p__Retaria;c__Acantharia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__Acantharia;o__SSRPB68;f__SSRPB68;g__SSRPB68;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__RAD_A;o__RAD_A;f__RAD_A;g__RAD_A;s__uncultured_stramenopile	0.0
d__Eukaryota;p__Retaria;c__RAD_A;o__RAD_A;f__RAD_A;g__RAD_A;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__RAD_A;o__RAD_A;f__RAD_A;g__RAD_A;s__uncultured_Rhizaria	0.0
d__Eukaryota;p__Retaria;c__Polycystinea;o__Spumellaria;f__Spumellaria;g__Cladococcus;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__Polycystinea;o__Nassellaria;f__Nassellaria;g__Nassellaria;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__Foraminifera;o__Rotaliida;f__Rotaliidae;g__Ammonia;s__Ammonia_sp.	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Echinamoebida;f__Echinamoebida;g__Echinamoebida;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Echinamoebida;f__Echinamoebida;g__Echinamoebida;s__metagenome	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Arcellinida;f__Phryganellina;g__Cryptodifflugia;__	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Arcellinida;f__Arcellinida;g__Arcellinida;s__metagenome	0.0
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Vannellida;f__Vannellida;g__uncultured;s__Vannella_sp.	0.0
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Vannellida;f__Vannellida;g__Vannellida;s__Vannella_sp.	0.0
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Vannellida;f__Vannellida;g__Vannellida;__	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Euamoebida;f__Euamoebida;g__Hartmannella;s__Hartmannella_abertawensis	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Euamoebida;f__Euamoebida;g__Hartmannella;__	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Leptomyxida;f__Leptomyxida;g__Flabellula;__	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Euamoebida;f__Euamoebida;g__Euamoebida;s__metagenome	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Euamoebida;f__Euamoebida;g__Euamoebida;s__Copromyxa_microcystidis	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Euamoebida;f__Euamoebida;g__Euamoebida;__	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Tubulinea;f__Tubulinea;g__Tubulinea;s__Tubulinea_group	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Tubulinea;f__Tubulinea;g__Tubulinea;s__Pyxidicula_operculata	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Leptomyxida;f__Leptomyxida;g__Rhizamoeba;s__Rhizamoeba_saxonica	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Leptomyxida;f__Leptomyxida;g__Leptomyxida;__	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Leptomyxida;f__Leptomyxida;g__Flabellula;s__metagenome	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Leptomyxida;f__Leptomyxida;g__Flabellula;s__Flabellulidae_sp.	0.0
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Euamoebida;f__Euamoebida;g__Euamoebida;s__uncultured_marine	0.0
d__Eukaryota;p__Stramenopiles;c__Placididea;o__Placididea;f__Placididea;g__Placididea;s__Stramenopile_sp.	0.0
d__Eukaryota;p__Stramenopiles;c__Placididea;o__Placididea;f__Placididea;g__Placidia;s__Placidia_cafeteriopsis	0.0
d__Eukaryota;p__Schizoplasmodiida;c__Schizoplasmodiida;o__Schizoplasmodiida;f__Schizoplasmodiida;g__Schizoplasmodiida;__	0.0
d__Eukaryota;p__Schizoplasmodiida;c__Schizoplasmodiida;o__Schizoplasmodiida;f__Schizoplasmodiida;g__Phalansterium;__	0.0
d__Eukaryota;p__Scalidophora;c__Kinorhyncha;o__Cyclorhagida;f__Cyclorhagida;g__Cyclorhagida;__	0.0
d__Eukaryota;p__Tunicata;c__Appendicularia;o__Copelata;f__Oikopleuridae;g__Oikopleuridae;__	0.0
d__Eukaryota;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Parachela;g__Parachela;s__Tardigrada_environmental	0.0
d__Eukaryota;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Parachela;g__Parachela;s__Macrobiotus_hufelandi	0.0
d__Eukaryota;p__Retaria;c__Polycystinea;o__Collodaria;f__Collodaria;g__Collozoum;__	0.0
d__Eukaryota;p__Stramenopiles;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_stramenopile	0.0
d__Eukaryota;p__Stramenopiles;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Vannellida;f__Vannellida;g__Vannella;s__Vannella_miroides	0.0
d__Eukaryota;p__Vertebrata;c__Actinopterygii;o__Teleostei;f__Teleostei;g__Teleostei;s__Gadus_morhua	0.0
d__Eukaryota;p__Rhombozoa;c__Rhombozoa;o__Dicyemida;f__Dicyemida;__;__	0.0
d__Eukaryota;p__Rhodellophyceae;c__Rhodellophyceae;o__Rhodellophyceae;f__Rhodellophyceae;g__Rhodellophyceae;s__Glaucosphaera_vacuolata	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales_Group_III;g__Syndiniales_Group_III;__	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales_Group_II;g__Syndiniales_Group_II;s__Amoebophrya_sp.	0.0
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales_Group_I;g__Syndiniales_Group_I;s__uncultured_marine	0.0
d__Eukaryota;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Parachela;g__Parachela;__	0.0
d__Eukaryota;p__Retaria;c__Polycystinea;o__Collodaria;f__Collodaria;__;__	0.0
d__Eukaryota;p__Rhodellophyceae;c__Rhodellophyceae;o__Rhodellophyceae;f__Rhodellophyceae;g__Rhodella;s__Rhodella_sp.	0.0
d__Eukaryota;p__Rhodellophyceae;c__Rhodellophyceae;o__Rhodellophyceae;f__Rhodellophyceae;g__Dixoniella;s__Dixoniella_sp.	0.0
d__Eukaryota;p__Rhodellophyceae;c__Rhodellophyceae;o__Rhodellophyceae;f__Rhodellophyceae;g__Dixoniella;s__Dixoniella_grisea	0.0
d__Eukaryota;p__Retaria;c__uncultured;o__uncultured;f__uncultured;g__uncultured;__	0.0
d__Eukaryota;p__Retaria;c__RAD_C;o__RAD_C;f__RAD_C;g__RAD_C;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Retaria;c__RAD_B;o__RAD_B;f__RAD_B;g__RAD_B;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Rotifera;c__Monogononta;__;__;__;__	0.0
d__Eukaryota;p__Rotifera;c__Bdelloidea;o__Adinetida;f__Adinetida;g__Adinetida;__	0.0
d__Eukaryota;p__Stramenopiles;c__Placididea;o__Placididea;f__Placididea;g__Suigetsumonas;__	0.0
d__Eukaryota;p__Rigifilida;c__Rigifilida;o__Rigifilida;f__Rigifilida;g__Rigifilida;s__metagenome	0.0
d__Eukaryota;p__Rigifilida;c__Rigifilida;o__Rigifilida;f__Rigifilida;g__Rigifilida;s__Rigifila_ramosa	0.0
d__Eukaryota;p__Rigifilida;c__Rigifilida;o__Rigifilida;f__Rigifilida;g__Rigifilida;__	0.0
d__Eukaryota;p__Annelida;c__Polychaeta;o__Scolecida;f__Dinophilida;g__Dinophilida;s__Dinophilus_gyrociliatus	0.0
d__Eukaryota;p__SAR;c__Labyrinthulomycetes;o__Labyrinthulomycetes;f__Labyrinthulomycetes;g__Sorodiplophrys;s__metagenome	0.0
d__Eukaryota;p__SAR;c__Labyrinthulomycetes;o__Labyrinthulomycetes;f__Labyrinthulomycetes;g__Sorodiplophrys;s__Sorodiplophrys_stercorea	0.0
d__Eukaryota;p__SAR;c__Labyrinthulomycetes;o__Labyrinthulomycetes;f__Labyrinthulomycetes;g__Sorodiplophrys;s__Caprifoliaceae_environmental	0.0
d__Eukaryota;p__SA1-3C06;c__SA1-3C06;o__SA1-3C06;f__SA1-3C06;g__SA1-3C06;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Stramenopiles;c__Stramenopiles;o__Stramenopiles;f__Stramenopiles;g__Stramenopiles;s__Cantina_marsupialis	0.0
d__Eukaryota;p__Amoebozoa;c__Amoebozoa;o__Amoebozoa;f__Amoebozoa;g__Amoebozoa;s__metagenome	0.0
d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales;g__Ciliophrys;s__Ciliophrys_infusionum	0.0
d__Eukaryota;p__Ochrophyta;c__MOCH-2;o__MOCH-2;f__MOCH-2;g__MOCH-2;__	0.0
d__Eukaryota;p__Ochrophyta;c__Eustigmatophyceae;o__Eustigmatales;f__Eustigmatales;g__uncultured;__	0.0
d__Eukaryota;p__Ochrophyta;c__Eustigmatophyceae;o__Eustigmatales;f__Eustigmatales;__;__	0.0
d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales;g__Pteridomonas;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Ochrophyta;c__Ochrophyta;o__Ochrophyta;f__Ochrophyta;g__Ochrophyta;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Craspedida;f__Salpingoecidae;g__Salpingoecidae;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Ochrophyta;c__Ochrophyta;o__Ochrophyta;f__Ochrophyta;g__Bolidomonas;s__uncultured_marine	0.0
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Neodalyellida;g__Neodalyellida;__	0.0
d__Eukaryota;p__Ochrophyta;c__Phaeophyceae;__;__;__;__	0.0
d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Sarcinochrysidales;f__Sarcinochrysidales;g__Sarcinochrysis;__	0.0
d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Sarcinochrysidales;f__Sarcinochrysidales;__;__	0.0
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Ochromonadales;f__Ochromonadales;g__Epipyxis;s__Epipyxis_pulchra	0.0
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Ochromonadales;f__Ochromonadales;g__Dinobryon;s__metagenome	0.0
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Ochromonadales;f__Ochromonadales;g__Dinobryon;__	0.0
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chrysophyceae;f__Chrysophyceae;g__Chrysophyceae;s__Hibberdia_magna	0.0
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chrysocapsales;f__Chrysocapsales;g__Chrysonebula;s__Chrysonebula_flava	0.0
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__P34.45;f__P34.45;g__P34.45;s__uncultured_Chrysophyceae	0.0
d__Eukaryota;p__Ochrophyta;c__Phaeophyceae;o__Dictyotales;f__Dictyotales;g__Padina;__	0.0
d__Eukaryota;p__Ochrophyta;c__Xanthophyceae;o__Mischococcales;f__Mischococcales;g__Chlorellidium;s__Chlorellidium_tetrabotrys	0.0
d__Eukaryota;p__Ochrophyta;c__Xanthophyceae;o__Mischococcales;f__Mischococcales;__;__	0.0
d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Raphidophyceae;f__Raphidophyceae;g__Olisthodiscus;__	0.0
d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Chattonellales;f__Chattonellales;g__Viridilobus;s__Viridilobus_marinus	0.0
d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Chattonellales;f__Chattonellales;g__Vacuolaria;s__Vacuolaria_virescens	0.0
d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Chattonellales;f__Chattonellales;g__Haramonas;__	0.0
d__Eukaryota;p__Parabasalia;c__Trichomonadea;o__Trichomonadea;f__Trichomonadea;__;__	0.0
d__Eukaryota;p__Parabasalia;c__Hypotrichomonadea;o__Hypotrichomonadea;f__Hypotrichomonadea;g__Trichomitus;__	0.0
d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales;g__Pteridomonas;__	0.0
d__Eukaryota;p__Parabasalia;__;__;__;__;__	0.0
d__Eukaryota;p__Ochrophyta;c__Xanthophyceae;o__Xanthophyceae;f__Xanthophyceae;g__Xanthophyceae;s__Botrydiopsis_pyrenoidosa	0.0
d__Eukaryota;p__Ochrophyta;c__Xanthophyceae;o__Vaucheriales;f__Vaucheriales;g__Vaucheria;s__Vaucheria_terrestris	0.0
d__Eukaryota;p__Ochrophyta;c__Xanthophyceae;o__Vaucheriales;f__Vaucheriales;g__Vaucheria;s__Vaucheria_bursata	0.0
d__Eukaryota;p__Ochrophyta;c__Xanthophyceae;o__Tribonematales;f__Tribonematales;__;__	0.0
d__Eukaryota;p__Pavlovophyceae;c__Pavlovophyceae;o__Pavlovophyceae;f__Pavlovophyceae;g__AA5F1;__	0.0
d__Eukaryota;p__Parabasalia;c__Tritrichomonadea;o__Tritrichomonadea;f__Tritrichomonadea;__;__	0.0
d__Eukaryota;p__Parabasalia;c__Trichomonadea;o__Trichomonadea;f__Trichomonadea;g__Trichomonas;__	0.0
d__Eukaryota;p__Parabasalia;c__Trichomonadea;o__Trichomonadea;f__Trichomonadea;g__Tetratrichomonas;s__Tetratrichomonas_sp.	0.0
d__Eukaryota;p__Parabasalia;c__Cryptotermes_symbiont_group;o__Cryptotermes_symbiont_group;f__Cryptotermes_symbiont_group;g__Cryptotermes_symbiont_group;s__Honigbergiellida_sp.	0.0
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Neogregarinorida;g__Mattesia;s__Mattesia_geminata	0.0
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Neogregarinorida;g__Mattesia;__	0.0
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Gregarinasina;g__BAQA40;s__uncultured_alveolate	0.0
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Eugregarinorida;g__uncultured;s__uncultured_alveolate	0.0
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Eugregarinorida;g__uncultured;s__Hippoglossoides_dubius	0.0
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Eugregarinorida;g__uncultured;s__Gregarinidae_sp.	0.0
d__Eukaryota;p__Apusomonadidae;c__Apusomonadidae;o__Apusomonadidae;f__Apusomonadidae;g__Apusomonadidae;__	0.0
d__Eukaryota;p__Apusomonadidae;c__Apusomonadidae;o__Apusomonadidae;f__Apusomonadidae;g__Amastigomonas;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Ochromonadales;f__Ochromonadales;g__Paraphysomonas;s__Monas_sp.	0.0
d__Eukaryota;p__Apicomplexa;c__Novel_Apicomplexa_Class_2;o__Novel_Apicomplexa_Class_2;f__Novel_Apicomplexa_Class_2;g__Novel_Apicomplexa_Class_2;s__uncultured_eukaryote	0.0
d__Eukaryota;p__Nemertea;c__Anopla;o__Palaeonemertea;f__Palaeonemertea;g__Palaeonemertea;s__Hubrechtidae_sp.	0.0
d__Eukaryota;p__Nemertea;c__Anopla;o__Palaeonemertea;f__Palaeonemertea;g__Palaeonemertea;s__Cephalothrix_filiformis	0.0
d__Eukaryota;p__Nemertea;c__Anopla;o__Palaeonemertea;f__Palaeonemertea;g__Palaeonemertea;s__Callinera_grandis	0.0
