feature	importance
d__Eukaryota;p__Florideophycidae;c__Corallinophycidae;o__Corallinophycidae;f__Corallinophycidae;g__Corallinophycidae;__	3.0443225126971443e-06
d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales;g__Pedinellales;s__uncultured_eukaryote	3.0160501763585964e-06
d__Eukaryota;p__Retaria;c__Polycystinea;o__Nassellaria;f__Nassellaria;g__Pseudocubus;s__uncultured_eukaryote	2.9847809010152765e-06
d__Eukaryota;p__Cercozoa;c__Imbricatea;o__Imbricatea;f__Thaumatomonadida;g__uncultured;__	2.9706148904694604e-06
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Synurales;f__Synurales;g__Mallomonas;__	2.9273531366805067e-06
d__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida;f__Sabellida;g__Sabellida;s__Neosabellaria_cementarium	2.7616294558540597e-06
d__Eukaryota;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;__;__;__	2.721040718449833e-06
d__Eukaryota;p__Phragmoplastophyta;c__Embryophyta;o__Pinophyta;f__Pinophyta;g__Pinophyta;__	2.39845873460096e-06
d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlorophyceae;f__Chlorophyceae;g__Chlorophyceae;s__uncultured_Chlorophyta	2.3821252900479248e-06
d__Eukaryota;p__Nematozoa;c__Chromadorea;o__Chromadorida;f__Chromadorida;g__Chromadorida;s__uncultured_eukaryote	2.361519488462867e-06
d__Eukaryota;p__Cryptomycota;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Paramicrosporidium;s__uncultured_eukaryote	2.3499378969077724e-06
d__Eukaryota;p__Cryptomycota;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Paramicrosporidium;__	2.24046359556334e-06
d__Eukaryota;p__Annelida;c__Clitellata;o__Haplotaxida;f__Haplotaxida;g__Haplotaxida;__	2.21507867099405e-06
d__Eukaryota;p__Peronosporomycetes;c__Peronosporomycetes;o__Peronosporomycetes;f__Peronosporomycetes;g__Peronosporomycetes;__	1.9418061364001375e-06
d__Eukaryota;p__Echinodermata;c__Holothuroidea;o__Holothuroidea;f__Holothuroidea;g__Holothuroidea;__	1.921540461294484e-06
d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales;g__Pseudopedinella;s__uncultured_dictyochophyte	1.918539183971992e-06
d__Eukaryota;p__Chlorophyta;c__Ulvophyceae;o__Ulvophyceae;f__Ulvophyceae;g__Ulvophyceae;s__uncultured_eukaryote	1.917798233235878e-06
d__Eukaryota;p__Xenacoelomorpha;c__Acoela;o__Acoela;f__Acoela;g__Acoela;s__Mecynostomum_auritum	1.8040429704870143e-06
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chrysophyceae;f__Chrysophyceae;g__Chrysophyceae;s__uncultured_Ochromonas	1.7784831615267116e-06
d__Eukaryota;p__Nematozoa;c__Chromadorea;o__Monhysterida;f__Monhysterida;g__Monhysterida;__	1.7146405068094419e-06
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Archigregarinorida;g__Selenidium;__	1.7081794819658852e-06
d__Eukaryota;p__Centrohelida;c__Centrohelida;o__Centrohelida;f__Acanthocystidae;g__Pterocystis;s__metagenome	1.6539655428949025e-06
d__Eukaryota;p__MAST-3;c__MAST-3J;o__MAST-3J;f__MAST-3J;g__MAST-3J;s__uncultured_marine	1.6348763454109654e-06
d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellophyceae;f__Mamiellophyceae;g__Dolichomastix;s__uncultured_eukaryote	1.577065817422741e-06
d__Eukaryota;p__Peronosporomycetes;c__Peronosporomycetes;o__Peronosporomycetes;f__Peronosporomycetes;g__Haliphthoros;__	1.566673774252946e-06
d__Eukaryota;p__Cercozoa;c__Vampyrellidae;o__Vampyrellidae;f__Vampyrellidae;g__uncultured;s__uncultured_marine	1.4629141176818068e-06
d__Eukaryota;p__Chaetognatha;c__Sagittoidea;o__Aphragmophora;f__Aphragmophora;g__Aphragmophora;s__Sagitta_sp.	1.4531860650940434e-06
d__Eukaryota;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;__	1.4177532988236809e-06
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Gregarinasina;g__Gregarinasina;s__uncultured_eukaryote	1.413411034784081e-06
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__uncultured;f__uncultured;g__uncultured;s__uncultured_eukaryote	1.3979873330468825e-06
d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Chattonellales;f__Chattonellales;__;__	1.3842510985516822e-06
d__Eukaryota;p__MAST-6;c__MAST-6;o__MAST-6;f__MAST-6;g__MAST-6;s__uncultured_marine	1.3824982688529414e-06
d__Eukaryota;p__Picozoa;c__Picozoa;o__Picozoa;f__Picozoa;g__Picozoa;__	1.3752589926838437e-06
d__Eukaryota;p__Arthropoda;c__Maxillopoda;o__Harpacticoida;f__Harpacticoida;g__Harpacticoida;s__Tigriopus_japonicus	1.2596767704036186e-06
d__Eukaryota;p__Euglenozoa;c__Euglenida;o__Heteronematina;f__Heteronematina;g__Petalomonas;s__uncultured_Sphenomonadales	1.2498979588664028e-06
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chrysocapsales;f__Chrysocapsales;g__Chrysocapsa;__	1.2479125496429038e-06
d__Eukaryota;p__MAST-8;c__MAST-8D;o__MAST-8D;f__MAST-8D;g__MAST-8D;__	1.230370137381354e-06
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Acanthoecida;f__Acanthoecidae;g__Acanthoecidae;__	1.2178013853617052e-06
d__Eukaryota;p__Cercozoa;c__Imbricatea;o__Marimonadida;f__Marimonadida;g__Pseudopirsonia;s__uncultured_eukaryote	1.1313539746226198e-06
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Eugregarinorida;g__Gregarina;s__Heterocapsaceae_environmental	1.0996649773137649e-06
d__Eukaryota;p__MAST-3;c__MAST-3F;o__MAST-3F;f__MAST-3F;g__MAST-3F;s__uncultured_stramenopile	1.0923390358079895e-06
d__Eukaryota;p__Cercozoa;c__Ascetosporea;o__Ascetosporea;f__Paradiniidae;g__Paradinium;s__uncultured_marine	1.0303084289763941e-06
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Dactylopodida;f__Dactylopodida;g__Dactylopodida;s__Parvamoeba_rugata	1.0063665742130312e-06
d__Eukaryota;p__Cryptomycota;__;__;__;__;__	9.73813586222877e-07
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Polycladida;f__Polycladida;g__Polycladida;__	9.713999096325988e-07
d__Eukaryota;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;__;__	9.310306710197944e-07
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Codonosigidae;f__Codonosigidae;g__Monosiga;__	9.220955614388763e-07
d__Eukaryota;p__Chlorophyta;c__Prasinophytae;o__Pseudoscourfieldiales;f__Pseudoscourfieldiales;g__Prasinoderma;__	9.153624668443292e-07
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Codonosigidae;f__Codonosigidae;__;__	8.665873780648269e-07
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__uncultured;f__uncultured;g__uncultured;s__uncultured_freshwater	8.303927909737991e-07
d__Eukaryota;p__Echinodermata;c__Ophiuroidea;o__Ophiuroidea;f__Ophiuroidea;g__Ophiuroidea;__	8.292695522827814e-07
d__Eukaryota;p__Cercozoa;c__Chlorarachniophyta;o__Chlorarachniophyta;f__Chlorarachniophyta;__;__	8.191332029628711e-07
d__Eukaryota;p__Florideophycidae;c__Nemaliophycidae;o__Nemaliophycidae;f__Nemaliophycidae;g__Nemaliophycidae;__	7.63385543496627e-07
d__Eukaryota;p__Cryptophyceae;c__Cryptophyceae;o__Cryptomonadales;f__Cryptomonadales;g__Cryptomonadales;s__Hanusia_phi	7.633090597976415e-07
d__Eukaryota;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Blastocladiaceae;g__Allomyces;s__Allomyces_macrogynus	7.570256647100252e-07
d__Eukaryota;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiophyceae;f__Trebouxiophyceae;g__Trebouxiophyceae;s__Heterochlorella_luteoviridis	7.569379955980705e-07
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chrysophyceae;f__Chrysophyceae;g__Chrysophyceae;__	7.468211985211062e-07
d__Eukaryota;p__Euglenozoa;c__Euglenida;o__Euglenophyceae;f__Euglenaceae;g__Euglena;s__Euglenaria_anabaena	7.453634700204234e-07
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Craspedida;f__Salpingoecidae;g__Salpingoeca;s__Salpingoeca_infusionum	6.956045391607588e-07
d__Eukaryota;p__Porifera;c__Demospongiae;o__Haplosclerida;f__Haplosclerida;g__Haplosclerida;__	6.750141246109511e-07
d__Eukaryota;p__Protalveolata;c__Colpodellida;o__Colpodellida;f__Colpodellida;g__Colpodellida;s__Voromonas_pontica	6.695751669930697e-07
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Codosigidae;f__Codosigidae;g__Lagenoeca;s__uncultured_eukaryote	6.528022934020428e-07
d__Eukaryota;p__Retaria;c__Foraminifera;o__Tubothalamea;f__Miliolida;g__Amphisorus;__	5.999379135066142e-07
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Acanthoecida;f__Stephanoecidae;g__Stephanoecidae;__	5.930497099616419e-07
d__Eukaryota;p__Arthropoda;c__Maxillopoda;o__Cyclopoida;f__Cyclopoida;g__Cyclopoida;s__uncultured_eukaryote	5.348284198698694e-07
d__Eukaryota;p__Cercozoa;c__Phytomyxea;o__Phytomyxea;f__Phytomyxea;g__Maullinia;s__Maullinia_ectocarpi	5.275068883424573e-07
d__Eukaryota;p__Holozoa;__;__;__;__;__	5.234567864051813e-07
d__Eukaryota;p__Bicosoecida;c__Bicosoecida;o__Bicosoecida;f__Bicosoecida;g__Paramonas;s__uncultured_freshwater	5.095748287139469e-07
d__Eukaryota;p__Euglenozoa;c__Euglenida;o__Euglenophyceae;f__Phacaceae;g__Lepocinclis;s__Lepocinclis_acus	5.000800141767788e-07
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__P34.45;f__P34.45;g__P34.45;__	4.781090768027622e-07
d__Eukaryota;p__Cercozoa;c__Imbricatea;o__Marimonadida;f__Marimonadida;g__Pseudopirsonia;s__uncultured_Cercozoa	4.6893442679069977e-07
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Acanthoecida;f__Stephanoecidae;g__Marine_Choanoflagellates_1;__	4.6566043983511827e-07
d__Eukaryota;p__Amoebozoa;c__Discosea;o__Dactylopodida;f__Dactylopodida;g__Korotnevella;__	4.507057509932769e-07
d__Eukaryota;p__Amoebozoa;c__Tubulinea;o__Euamoebida;f__Euamoebida;g__BOLA868;s__uncultured_Hartmannellidae	4.4586388377891154e-07
d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Dictyochophyceae;f__Dictyochophyceae;g__Dictyochophyceae;s__uncultured_eukaryote	4.311073737752272e-07
d__Eukaryota;p__Phragmoplastophyta;c__Embryophyta;o__Pinophyta;f__Pinophyta;g__Pinophyta;s__Pinus_taeda	4.0798842569534363e-07
d__Eukaryota;p__Ochrophyta;c__Phaeophyceae;o__Fucales;f__Fucales;g__Fucus;s__Fucus_distichus	3.901761453914361e-07
d__Eukaryota;p__Nematozoa;c__Chromadorea;o__Chromadorida;f__Chromadorida;g__Chromadorida;s__Chromadorita_leuckarti	3.8054031408869834e-07
d__Eukaryota;p__Apusomonadidae;c__Apusomonadidae;o__Apusomonadidae;f__Apusomonadidae;g__Amastigomonas;s__metagenome	3.739543041865774e-07
d__Eukaryota;p__Ochrophyta;c__Phaeophyceae;o__Ectocarpales;f__Ectocarpales;g__Ectocarpales;s__uncultured_eukaryote	3.6913833486975336e-07
d__Eukaryota;p__uncultured;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_freshwater	3.4321449000522063e-07
d__Eukaryota;p__Retaria;c__RAD_B;o__RAD_B;f__RAD_B;g__RAD_B;__	3.4059048400667914e-07
d__Eukaryota;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;__	3.343895007566039e-07
d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Parabodonida;f__Parabodonida;g__Parabodonida;__	3.2770242954369867e-07
d__Eukaryota;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_Sedis;g__Tetracladium;__	3.2002473143256023e-07
d__Eukaryota;p__Discoba;c__Discoba;o__Jakobida;f__Jakobida;g__Andalucia;s__uncultured_Jakobida	3.195585692401598e-07
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Eugregarinorida;g__Lankesteria;s__uncultured_eukaryote	3.1711692840484596e-07
d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chaetopeltidales;f__Chaetopeltidales;__;__	3.0768132854902014e-07
d__Eukaryota;p__Incertae_Sedis;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Pirsonia;s__Pirsonia_verrucosa	2.7509514461049014e-07
d__Eukaryota;p__MAST-11;c__MAST-11;o__MAST-11;f__MAST-11;g__MAST-11;__	2.6360697217171337e-07
d__Eukaryota;p__Euglenozoa;c__Diplonemea;o__Diplonemea;f__Diplonemea;g__SCM38C39_marine_group;s__uncultured_eukaryote	2.6205328024374287e-07
d__Eukaryota;p__Labyrinthulomycetes;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_eukaryote	2.4662408320944807e-07
d__Eukaryota;p__Bicosoecida;c__Bicosoecida;o__Bicosoecida;f__Bicosoecida;g__Caecitellus;__	2.4615214868969173e-07
d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__uncultured;s__uncultured_eukaryote	2.3136507458810878e-07
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Synurales;f__Synurales;g__Synura;__	2.2381053917925466e-07
d__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__uncultured;g__uncultured;s__uncultured_fungus	2.0929765500285815e-07
d__Eukaryota;p__Cercozoa;c__Novel_Clade_10;o__Novel_Clade_10;f__Novel_Clade_10;g__Novel_Clade_10;__	1.953669056960937e-07
d__Eukaryota;p__Basidiomycota;c__Microbotryomycetes;__;__;__;__	1.942799819261645e-07
d__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Rhizophydiaceae;g__Rhizophydiaceae;s__uncultured_Chytridiomycota	1.8885274606158224e-07
d__Eukaryota;p__MAST-7;__;__;__;__;__	1.8636306061783612e-07
d__Eukaryota;p__Cercozoa;c__Cercomonadidae;o__Cercomonadidae;f__Cercomonadidae;g__Cercomonas;__	1.8537257035054438e-07
d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Prokinetoplastina;f__Prokinetoplastina;g__Ichthyobodo;__	1.718778186089234e-07
d__Eukaryota;p__Ascomycota;c__Dothideomycetes;o__Dothideales;__;__;__	1.697730035310363e-07
d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Neobodonida;f__Neobodonida;g__Neobodonida;s__Rhynchobodo_sp.	1.6335559691226366e-07
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales;g__Hematodinium;__	1.630098761936569e-07
d__Eukaryota;p__Zoopagomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Schizangiella;s__Schizangiella_serpentis	1.6187428467929298e-07
d__Eukaryota;p__Cercozoa;c__Thecofilosea;o__Thecofilosea;f__Thecofilosea;g__uncultured;s__metagenome	1.4951627407620333e-07
d__Eukaryota;p__Centrohelida;c__Centrohelida;o__Centrohelida;f__Heterophryidae;g__Heterophryidae;s__Oxnerella_micra	1.437580759258677e-07
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Prolecithophora;f__Prolecithophora;g__Prolecithophora;__	1.3844099451499783e-07
d__Eukaryota;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales;__;__	1.371712405449743e-07
d__Eukaryota;p__Annelida;c__Polychaeta;o__Scolecida;f__Orbiniidae;g__Orbiniidae;__	1.3697003029975992e-07
d__Eukaryota;p__Cryptomycota;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Rozella;s__uncultured_fungus	1.3542774780680436e-07
d__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae;g__Hanseniaspora;__	1.3464047301235637e-07
d__Eukaryota;p__Cercozoa;c__Imbricatea;o__Imbricatea;f__Thaumatomonadida;g__Gyromitus;s__Thaumatomastigidae_environmental	1.2181316932389458e-07
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Craspedida;f__Craspedida;g__Craspedida;s__uncultured_Eimeriidae	1.1593408986005531e-07
d__Eukaryota;p__Aphelidea;c__Aphelidea;o__Aphelidea;f__Aphelidea;g__Paraphelidium;s__uncultured_eukaryote	1.0986763171246395e-07
d__Eukaryota;p__Cryptomycota;c__LKM11;o__LKM11;f__LKM11;g__LKM11;s__uncultured_fungus	1.0867416527496589e-07
d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Neobodonida;f__Neobodonida;g__Rhynchobodo;__	1.0031685022742469e-07
d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Neobodonida;f__Neobodonida;__;__	9.903425205978021e-08
d__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Lobulomycetales;f__Lobulomycetaceae;__;__	9.859972878363327e-08
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Codosigidae;f__Codosigidae;g__Lagenoeca;__	9.473422762824476e-08
d__Eukaryota;p__Euglenozoa;c__Euglenida;o__Euglenophyceae;f__Euglenaceae;g__Euglena;s__Euglena_sp.	9.057346668512287e-08
d__Eukaryota;p__Chlorophyta;c__Prasinophytae;o__Pseudoscourfieldiales;f__Pseudoscourfieldiales;g__Prasinoderma;s__prasinophyte_sp.	9.044811641751619e-08
d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Raphidophyceae;f__Raphidophyceae;g__Raphidophyceae;s__uncultured_stramenopile	8.737420831904334e-08
d__Eukaryota;p__Arthropoda;c__Malacostraca;o__Peracarida;f__Peracarida;g__Peracarida;__	7.863678748419679e-08
d__Eukaryota;p__Incertae_Sedis;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__metagenome	7.453634700203214e-08
d__Eukaryota;p__LKM15;c__LKM15;o__LKM15;f__LKM15;g__LKM15;s__uncultured_eukaryote	7.289852102535001e-08
d__Eukaryota;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;f__Thraustochytriaceae;g__Thraustochytrium;__	6.553065623675887e-08
d__Eukaryota;p__Cryptomycota;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Rozella;s__Amoeboradix_gromovi	6.456683614420573e-08
d__Eukaryota;p__Cercozoa;c__Phytomyxea;o__Phytomyxea;f__Phytomyxea;g__uncultured;s__Spongospora_subterranea	6.272262700989297e-08
d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Neobodonida;f__Neobodonida;g__Rhynchobodo;s__Rhynchobodo_sp.	6.123428745023077e-08
d__Eukaryota;p__Ascomycota;c__Lecanoromycetes;__;__;__;__	6.022353165797223e-08
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinales;g__Oikomonas;__	6.011073394236206e-08
d__Eukaryota;p__Cercozoa;c__Imbricatea;o__Marimonadida;f__Marimonadida;g__NAMAKO-15;__	5.997405429312786e-08
d__Eukaryota;p__Protalveolata;c__Syndiniales;o__Syndiniales;f__Syndiniales;g__Amoebophrya;s__Amoebophrya_sp.	5.5580289233794575e-08
d__Eukaryota;p__LKM15;c__LKM15;o__LKM15;f__LKM15;g__LKM15;s__metagenome	5.100596003234362e-08
d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinales;g__Chrysochaete;s__Chrysochaete_britannica	4.96694455843985e-08
d__Eukaryota;p__Lophophorata;c__Phoroniformea;o__Phoroniformea;f__Phoroniformea;g__Phoroniformea;__	4.662719566223799e-08
d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlorophyceae;f__Chlorophyceae;g__Chlorophyceae;s__uncultured_Chlamydomonadales	4.613529118190918e-08
d__Eukaryota;p__Ochrophyta;c__Ochrophyta;o__Ochrophyta;f__Ochrophyta;g__Bolidomonas;s__uncultured_freshwater	4.597333392652884e-08
d__Eukaryota;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;__	4.228225712026958e-08
d__Eukaryota;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;__;__	4.198407728224101e-08
d__Eukaryota;p__Hyphochytriomycetes;c__Hyphochytriomycetes;o__Hyphochytriales;f__Hyphochytriales;__;__	4.1233644860206946e-08
d__Eukaryota;p__uncultured;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__metagenome	3.991308217614046e-08
d__Eukaryota;p__Vertebrata;__;__;__;__;__	3.851332024546864e-08
d__Eukaryota;p__Bicosoecida;c__Bicosoecida;o__Bicosoecida;f__Bicosoecida;g__Bicosoecida;s__Adriamonas_peritocrescens	3.7284847567427636e-08
d__Eukaryota;p__Xenacoelomorpha;c__Acoela;o__Acoela;f__Acoela;g__Acoela;s__Aphanastoma_virescens	3.702096215688262e-08
d__Eukaryota;p__Zoopagomycota;c__Entomophthoromycetes;o__Entomophthorales;f__Entomophthoraceae;__;__	3.6197304585415037e-08
d__Eukaryota;p__Nematozoa;c__Enoplea;o__Enoplida;f__Enoplida;g__Enoplida;__	3.5212178511061466e-08
d__Eukaryota;p__Cercozoa;c__Imbricatea;o__Imbricatea;f__Euglyphida;g__Euglypha;s__Euglypha_filifera	3.331886594020516e-08
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Codonosigidae;f__Codonosigidae;g__Codonosigidae;s__metagenome	2.9974625782894585e-08
d__Eukaryota;p__Cercozoa;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Rhizaria	2.9275442988940074e-08
d__Eukaryota;p__Porifera;c__Demospongiae;o__Spongillida;f__Spongillida;g__Spongillida;__	2.9151993494129468e-08
d__Eukaryota;p__Ascomycota;c__Dothideomycetes;__;__;__;__	2.9124736105253085e-08
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__Perkinsidae;f__Perkinsidae;g__Parvilucifera;s__uncultured_freshwater	2.7912763499445632e-08
d__Eukaryota;p__Holozoa;c__Filasterea;o__Ministeriida;__;__;__	2.5209814634614037e-08
d__Eukaryota;p__Phragmoplastophyta;c__Embryophyta;o__Magnoliophyta;f__Magnoliophyta;g__Magnoliophyta;s__Cucumis_sativus	2.3261993054486057e-08
d__Eukaryota;p__Arthropoda;c__Malacostraca;o__Eucarida;f__Eucarida;g__Eucarida;__	2.2440078835721487e-08
d__Eukaryota;p__Euglenozoa;c__Diplonemea;o__Diplonemea;f__Diplonemea;g__Diplonema;s__Diplonema_sp.	2.242621510135453e-08
d__Eukaryota;p__Cercozoa;c__Cercomonadidae;o__Cercomonadidae;f__Cercomonadidae;g__uncultured;s__metagenome	2.2370908540452432e-08
d__Eukaryota;p__Labyrinthulomycetes;c__Labyrinthulomycetes;o__Labyrinthulomycetes;f__Thraustochytriaceae;g__Aplanochytrium;s__uncultured_eukaryote	2.184355207891962e-08
d__Eukaryota;p__uncultured;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__marine_metagenome	2.1317845590316226e-08
d__Eukaryota;p__Cryptophyceae;c__Cryptophyceae;o__Cryptomonadales;f__Cryptomonadales;g__Proteomonas;__	2.0666572013785688e-08
d__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Gregarinasina;f__Eugregarinorida;g__Ascogregarina;__	1.9736297423850242e-08
d__Eukaryota;p__Bicosoecida;c__LG08-10;o__LG08-10;f__LG08-10;g__LG08-10;s__uncultured_freshwater	1.9606714171694164e-08
d__Eukaryota;p__MAST-3;c__MAST-3F;o__MAST-3F;f__MAST-3F;g__MAST-3F;__	1.881992763595223e-08
d__Eukaryota;p__Cercozoa;c__Cercozoa;o__Cercozoa;f__Cercozoa;g__Cyranomonas;s__uncultured_eukaryote	1.7430402877220527e-08
d__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida;f__Macrostomida;g__Macrostomida;s__Macrostomum_lignano	1.6652569879384473e-08
d__Eukaryota;p__Myxogastria;c__Myxogastria;o__Myxogastria;f__Myxogastria;g__Protophysarum;s__Protophysarum_sp.	1.6425136698001163e-08
d__Eukaryota;p__Apicomplexa;c__Novel_Apicomplexa_Class_1;o__Novel_Apicomplexa_Class_1;f__Novel_Apicomplexa_Class_1;g__Novel_Apicomplexa_Class_1;s__Foraminifera_environmental	1.600567343127091e-08
d__Eukaryota;p__Protalveolata;c__Perkinsidae;o__A31;f__A31;g__A31;s__uncultured_freshwater	1.568327302933556e-08
d__Eukaryota;p__Holozoa;c__Choanoflagellida;o__Clade_L;f__Clade_L;g__Clade_L;s__uncultured_Eimeriidae	1.553535315309209e-08
d__Eukaryota;p__Pavlovophyceae;c__Pavlovophyceae;o__Pavlovophyceae;f__Pavlovophyceae;g__Diacronema;__	1.5507090833025203e-08
d__Eukaryota;p__Cercozoa;c__Imbricatea;o__Marimonadida;f__Marimonadida;g__Pseudopirsonia;__	1.4570998643587976e-08
d__Eukaryota;p__Porifera;c__Calcarea;o__Clathrinida;f__Clathrinida;g__Clathrinida;__	1.4094085708118493e-08
d__Eukaryota;p__MAST-12;c__MAST-12;o__MAST-12;f__MAST-12;g__MAST-12;s__uncultured_eukaryote	1.3717124055704387e-08
d__Eukaryota;p__Kathablepharidae;c__Kathablepharidae;o__Kathablepharidae;f__Kathablepharidae;g__uncultured;__	1.3327546376081136e-08
d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Incertae_Sedis;f__Incertae_Sedis;g__Hemistasia;s__uncultured_eukaryote	1.3327546376018141e-08
d__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;__;__;__	1.3290335473437346e-08
d__Eukaryota;p__Cercozoa;c__Vampyrellidae;o__Vampyrellidae;f__Vampyrellidae;g__Vampyrellidae;__	1.3173949344645292e-08
d__Eukaryota;p__Platyhelminthes;c__Trematoda;o__Plagiorchiida;f__Plagiorchiida;g__Plagiorchiida;__	1.3049696648659459e-08
d__Eukaryota;p__Arthropoda;c__Maxillopoda;o__Pedunculata;f__Pedunculata;g__Pedunculata;__	1.1585785647425595e-08
d__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Podocopida;g__Podocopida;__	1.1037654574298299e-08
d__Eukaryota;p__Bicosoecida;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_eukaryote	1.0973699243575204e-08
d__Eukaryota;p__Pavlovophyceae;c__Pavlovophyceae;o__Pavlovophyceae;f__Pavlovophyceae;g__Pavlova;__	1.0921776039469755e-08
d__Eukaryota;p__Cryptomycota;c__LKM11;o__LKM11;f__LKM11;g__LKM11;s__uncultured_Eimeriidae	1.0531712609488766e-08
