Feature ID	Taxon	Consensus
2a27123b9a7ac5b396e7a7a7b0ec7009	d__Eukaryota; p__Cryptomycota; c__LKM11; o__LKM11; f__LKM11; g__LKM11	1.0
2a28628e5442415e4e72cd420be8422b	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__uncultured_bacterium	0.8
2a290b6eee1085b3a6bd3091a40ef9b9	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium; s__uncultured_bacterium	0.6
2a297b2a93347f2e487db8c2fd51bfa1	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales	0.7
2a29bf087092f024330c1c10b1ba951e	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__uncultured_bacterium	0.6
2a2a45730495757b067772152f83fa55	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae	1.0
2a2a8fa3c0d70c71b7dbbb10e2497840	Unassigned	1.0
2a2b3e45ba42b8a17ec21abb2edc96ab	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	1.0
2a2ba57b45cbea47879c28ffbd7d5075	Unassigned	1.0
2a2cb24e98859b4c2964d641a3c5d48d	d__Eukaryota; p__Incertae_Sedis; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Telonema; s__uncultured_eukaryote	0.6
2a2dced6ec04db47ed8773caa3730ea1	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.9
2a2e90c8adf6087c7fec52600fd0d17b	Unassigned	1.0
2a2eaf20e337bc4b03dff19e9799da9d	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Colpodea	0.9
2a2ee040882b1ba6142ce5b38567e864	Unassigned	1.0
2a313015fd813d844631f556389848d3	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales	0.9
2a31356ef836ca1c85d8b4585ec4314f	Unassigned	1.0
2a3183955dfaf5dcc12579b59e18144e	Unassigned	1.0
2a319e0d5a14e652147fe3aab0ebfd84	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium	1.0
2a32dd104bdc33ec52eacaecd9ae9e7e	Unassigned	1.0
2a3478749b1354f5cff325191fa82ca8	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II; s__uncultured_eukaryote	0.8
2a37aed6151d0b7b3cae03689857e0cf	d__Eukaryota; p__Aphelidea; c__Aphelidea; o__Aphelidea; f__Aphelidea; g__uncultured; s__uncultured_fungus	1.0
2a37f977bd5bfd82a2d0e01d4ee69aeb	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium	0.857
2a383acaedb2d64179bdffc29356bbdc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Rickettsiella	0.9
2a38c57df4712561903d513bb99aae82	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_Sedis; g__Candida; s__uncultured_Dikarya	1.0
2a3beed041124876494e98ffaf4c5f79	Unassigned	1.0
2a3dcf5ac83a9764ebb399ac7ac3329f	Unassigned	1.0
2a3eab08b27376e4e700311493ec5378	Unassigned	1.0
2a3ec1403f926f15b98a22cc3538f20b	Unassigned	1.0
2a407c71172e0eabedadac2e72939597	Unassigned	1.0
2a4084a631aad2a5435e13a2af828170	Unassigned	1.0
2a40ed8e30a405c947af78833a470ebb	Unassigned	1.0
2a40fcf4ea786236c106391beb78055d	Unassigned	1.0
2a413ece0e64f63c6ee11ff72c0339be	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya	0.556
2a41ac35f38408e14f4d450bf210096f	d__Eukaryota; p__Ochrophyta; c__Chrysophyceae; o__Synurales; f__Synurales; g__Mallomonas	0.9
2a41dd606f01b1e3f2ba7dbf8b465c1d	d__Eukaryota; p__Holozoa; c__Choanoflagellida; o__Acanthoecida; f__Stephanoecidae; g__Stephanoeca	0.6
2a42f5e710b2245650020b9a6085bdf6	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Gemmata	0.8
2a4356390047cae93eaabdb692ed196b	Unassigned	1.0
2a4375ea2cc22c246191d2900d48f046	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011_GWC1_47_15; g__GW2011_GWC1_47_15; s__Candidatus_Pacearchaeota	1.0
2a4393c05a95614bad5f04c9da5ba4cb	d__Eukaryota; p__Cercozoa; c__Vampyrellidae; o__Vampyrellidae; f__Vampyrellidae; g__uncultured; s__uncultured_Rhizaria	1.0
2a4482e4706e7f8449c112840be2d863	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.7
2a449831bf86fd140d34257b66281afd	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II; s__uncultured_eukaryote	0.7
2a456a67f9665d53f303ac4ac4032be3	d__Eukaryota; p__Florideophycidae; c__Corallinophycidae; o__Corallinophycidae; f__Corallinophycidae; g__Corallinophycidae	0.6
2a4619f3b52d97be9ab63475fa17bcbd	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Ebriacea; f__Ebriacea; g__Ebria; s__uncultured_eukaryote	1.0
2a484a79fa8feef2d397917a9cd91e57	Unassigned	1.0
2a486e4979d44e19afc5b2b2e28165d9	Unassigned	1.0
2a4a98b563ad123b2d56785c8638337e	Unassigned	1.0
2a4b8cb37ab9b2a0b6098eeddc68b8a2	Unassigned	1.0
2a4cf74e5be39f1b9b7943c3955f9a6d	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales	0.8
2a4d5e75df6468d23323b7a124aa1660	Unassigned	1.0
2a4dc339796aaa87eec88d40d6f94464	Unassigned	1.0
2a4e6a38f50a77959b70bc4dd481fedb	Unassigned	1.0
2a4eda6b89e1ff870679c685fbbfeda9	Unassigned	1.0
2a516b0d1e4ae24487e36423464f1c22	Unassigned	1.0
2a51d95dd0ede59bd548380af2e25b96	Unassigned	1.0
2a5209603034e05bc7e686b8f2c7eb2c	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__uncultured; s__uncultured_ciliate	1.0
2a52e7304dd00ccf91efce09576191da	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured	1.0
2a5442d419482f947c7d6749d122c930	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Lobulomycetales; f__Lobulomycetaceae	0.8
2a54de57a622ce519439556904cf0469	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae	1.0
2a550cfb6c8c54b465c85f65a4114770	Unassigned	1.0
2a5547981b9cbe40dad27685a1593353	d__Eukaryota; p__Diatomea; c__Diatomea; o__ME-Euk-FW10; f__ME-Euk-FW10; g__ME-Euk-FW10; s__uncultured_marine	0.6
2a558a86282b164fcfe30ade362bdb1e	d__Eukaryota; p__Ascomycota	0.9
2a59e4a2f8d05fba7cfd5314b5bf5b5a	Unassigned	1.0
2a5a6021647adbdbe55c2b9f787633d4	Unassigned	1.0
2a5b6896a22b19fdd6f4b8647d9ab43c	Unassigned	1.0
2a5b69aa9a2b486f66bccd20d93d3d7b	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__uncultured; s__uncultured_bacterium	0.8
2a5c117009cf5f54ef8a9a59e4c7bd7c	d__Eukaryota; p__Peronosporomycetes; c__Peronosporomycetes; o__Peronosporomycetes; f__Peronosporomycetes	1.0
2a5cc82290c6da26ba28502b1baa34c3	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	1.0
2a5ce26b907cd24662cd78dc99f4cda7	Unassigned	1.0
2a5d5e27937c8f59587e86405965e1aa	d__Eukaryota; p__Holozoa; c__Ichthyosporea; o__Abeoformidae; f__Abeoformidae	1.0
2a5e09a7a753ee5ff5e727fe0759373b	d__Eukaryota; p__Ciliophora; c__Postciliodesmatophora; o__Heterotrichea; f__Heterotrichea; g__Peritromus	1.0
2a5ea5017db64d8ec4e0b239e4c67f4e	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Hypotrichia; g__Hypotrichia	0.6
2a5f5e43e65a9a694629c77aeb4a112b	d__Eukaryota; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Cyclotella	0.7
2a602cfd4c5db332967c3976444dfdc3	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__OLI16029	0.7
2a646772032b7caa7136306c35399c6c	Unassigned	1.0
2a65571ceb2b68edbca094c3223c54de	Unassigned	1.0
2a665dcebc4f5abb9a87595838e5686c	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Syndiniales; s__uncultured_eukaryote	1.0
2a667b4e492905c0b743e19a7590c7e3	Unassigned	1.0
2a66869d2ef2bc47150e9769fe87a278	Unassigned	1.0
2a66f5c5b0dc82468a1c96c56ae1855e	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Paracineta; s__Paracineta_limbata	1.0
2a674dc2fe0d2146d6d1cd4036dcd290	Unassigned	1.0
2a677a9ffb14e69c205f904437141def	Unassigned	1.0
2a678837c69efeb2a8704790ec4716ef	Unassigned	1.0
2a67eaf1ca68bca8f55d7a06c2ad7574	Unassigned	1.0
2a68d2554facbb1c7d56508eaad3b5ba	Unassigned	1.0
2a6af0c07e3db4a1bd62436398538c4f	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Peridiniales; f__Peridiniales; g__Protoperidinium	0.8
2a6ba650dcca31de86fc18d2c31cb1dd	Unassigned	1.0
2a6c04d64ce59f0f30a52aef81b87623	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__Desulfobacteraceae_bacterium	1.0
2a6d295c817044d3a53524732e9eaeaf	Unassigned	1.0
2a6da74169bf1b7090976b49b086642b	Unassigned	1.0
2a6ed6ba7436484daa3f40562a91055c	Unassigned	1.0
2a6f2a132881600ee8e987dd3c0c1af2	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae	1.0
2a6f592a529ffc1d44dd54a77c11eae6	d__Eukaryota; p__Cercozoa; c__Chlorarachniophyta; o__Chlorarachniophyta; f__Chlorarachniophyta	1.0
2a701fe9fe7f7e50205686e4e50c38d7	d__Eukaryota; p__Arthropoda; c__Maxillopoda	0.6
2a72b6372d6690135167ab7704741a78	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__uncultured; g__uncultured	1.0
2a739727cdd2a6d82b2ddfd142aceda5	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Schlesneriaceae; g__Planctopirus	0.7
2a77289332b8069a3793cc4acb86f79f	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea	1.0
2a77874a4fb67bdb51c304ae170dbcbf	Unassigned	1.0
2a778add324e0757ca05d46a443430d2	Unassigned	1.0
2a7815bc4709379d877d9b7b3421fa81	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__Chytriomycetaceae	1.0
2a78266c4c9ebc5d52596eac3512a9cf	d__Eukaryota; p__Rotifera; c__Monogononta; o__Ploimida; f__Ploimida; g__Ploimida	1.0
2a78a3df817217caa87d622bdf6ace4b	Unassigned	1.0
2a79e36dd5fbe58ddc0e550dd8d86403	Unassigned	1.0
2a79f656ecba8953a2547e6c007927ab	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Neobodonida; f__Neobodonida; g__Neobodo; s__Neobodo_designis	0.8
2a79f6776f7fb9457d2b6570918478ec	Unassigned	1.0
2a7aed4ae3e4013f319caf5084286861	d__Eukaryota; p__Blastocladiomycota; c__Blastocladiomycetes; o__Blastocladiales; f__Blastocladiaceae; g__Allomyces; s__Allomyces_macrogynus	1.0
2a7c0c7f8d86d0899280e6d47014d5d7	Unassigned	1.0
2a7c94f13d59424ef0e48e7d1d81c737	d__Eukaryota; p__Mollusca; c__Bivalvia	0.6
2a7d0336c1c00a4694734b5e358d2755	Unassigned	1.0
2a8170e01c5aa749c5e9bce65fe3d296	Unassigned	1.0
2a8203da68c9d177a72745b1918ffec8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	1.0
2a828e35188222266becf129c65853de	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__uncultured_archaeon	1.0
2a82913fe865bb56b1f112cbe61cf1b7	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Lecudina; s__Lecudina_cf.	1.0
2a8430dabb1ef7c06b05d16d1692af5b	Unassigned	1.0
2a8473ed102f6d632c8c0d0c3f604caa	d__Bacteria	1.0
2a84ad62e71e73bfbae7be0504918cfd	Unassigned	1.0
2a84ec25c21f28d2228432a5d15e5f76	Unassigned	1.0
2a8500130520b7616bcb779c2c6c0f93	Unassigned	1.0
2a85a52910f4be0384a1463d770ee225	Unassigned	1.0
2a86212e3cc4a256b2545eb205075c50	Unassigned	1.0
2a867a98ce47a056e041b991e3722381	Unassigned	1.0
2a8856313b3ce0c1fd81706f1ecad386	Unassigned	1.0
2a893ba3542407be8199c2b90e1e2385	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	1.0
2a894981f05d4fc2f1657424e8e7bfdf	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Gambierdiscus; s__Gambierdiscus_sp.	1.0
2a8a212fc3255d9782504692a05ae804	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Neobodonida; f__Neobodonida; g__Neobodo; s__Neobodo_designis	0.8
2a8b74e0ced2e0e0045ffcfbd0124ccb	d__Eukaryota; p__Cercozoa; c__Imbricatea; o__Imbricatea; f__Imbricatea; g__Nudifila; s__metagenome	1.0
2a8d96d3a872e53002dd49937f417f25	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya	0.6
2a8e8e794a2588a9c67e9158ba5986f1	Unassigned	1.0
2a8f57def1cb6618c0986e0ab0d1cb39	d__Archaea	1.0
2a902f2b7269509a2a917ed6eaad7fb7	d__Eukaryota	1.0
2a90c400b729254b56724c651f82108d	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II; s__uncultured_eukaryote	0.8
2a91127502f54c2333162895c9a0c482	Unassigned	1.0
2a91a06c8b8fcf229a8fd6d0e618858f	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales	1.0
2a95184bf13c941b5376c868146d86a3	Unassigned	1.0
2a96988ef008b614835665a40b257d7c	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_bacterium	0.9
2a96cd9f8247d952503d35a895c39d6a	d__Eukaryota; p__Annelida; c__Clitellata; o__Haplotaxida; f__Haplotaxida; g__Haplotaxida	1.0
2a9724b0ec350a147642df63012b637c	d__Eukaryota; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae	0.667
2a98b7fc0f8ea7198a4c407d508dcbe0	Unassigned	1.0
2a99b2a790aa23c8bb4dc1c4d2b294a0	d__Eukaryota; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Labyrinthulaceae; g__Labyrinthula; s__Labyrinthula_zosterae	1.0
2a9a62a06fa0a32de138d0a71df42367	Unassigned	1.0
2a9a9338bfca59a819776c8bc52647c2	Unassigned	1.0
2a9c00656c3ce9c0396ef1902f5dc752	Unassigned	1.0
2a9c82619d6dbff10a00f0cacd5c0b77	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	1.0
2a9f458b97230b545cb16c424a50945a	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Thecofilosea; f__Thecofilosea	0.6
2a9f627537b7e35320f4785cf7916604	Unassigned	1.0
2a9f7fb66f8ee60a72bdc09b7e351a3a	d__Eukaryota; p__Ochrophyta; c__Ochrophyta; o__Ochrophyta; f__Ochrophyta; g__Bolidomonas	1.0
2aa147c74ff6025d8a5bbabe5a581183	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__uncultured; s__metagenome	1.0
2aa1903dcbf6e1354994ed287f6953f0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.9
2aa1adc4878eb9da5ee734029e97a35c	Unassigned	1.0
2aa21c70790c367b01f893b0c18796b8	Unassigned	1.0
2aa3da42166cd275a55e8064101abd1c	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Hypotrichia; g__Hypotrichia	0.6
2aa4ffb23365e8401eba1e32cd4c6a1f	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Paracineta; s__Paracineta_limbata	1.0
2aa706725c9ecc4e2a1d0b1e4b331991	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae	0.6
2aa73f1c9446924c2dcc222215f4a82c	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II; s__uncultured_eukaryote	0.9
2aa7f1cbf6d1f7d74224be121084a2f8	Unassigned	1.0
2aa9b64d72c084e455e64cb46d355d96	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia; g__Spirotontonia; s__uncultured_eukaryote	0.6
2aaa614d698a65298b335958b3419b84	Unassigned	1.0
2aab378d976f2c08e16d00d7c87e74d7	Unassigned	1.0
2aaca1cf7ea38ddab5c614100ee0c2cd	d__Eukaryota; p__uncultured; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__marine_metagenome	1.0
2aae8d611b0f0ab5f2c2a4b01d297a4c	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.8
2aaf8855d736851cbfea5822f77b62a9	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__Verruc-01; s__uncultured_organism	0.7
2aafd8a6a37845515639d5bca7b7d64d	d__Archaea; p__Hadarchaeota; c__Hadarchaeia; o__Hadarchaeia; f__Hadarchaeales; g__Hadarchaeales; s__uncultured_archaeon	1.0
2ab0647c017a003879a379807088bedf	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__Chytriomycetaceae; g__Rhizoclosmatium; s__Rhizoclosmatium_globosum	1.0
2ab09e63c890b567ddf8c6a7f21e17d9	Unassigned	1.0
2ab0b726709cbd9fe75366070222339f	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	0.9
2ab0ff9615bcc707b81466137ca41654	Unassigned	1.0
2ab1ce9a26989b02ee44c1f925388fba	Unassigned	1.0
2ab295eec9154bcdbc07b7d88f03cbc5	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__Chytridiaceae; g__Chytridium; s__Chytridium_polysiphoniae	1.0
2ab2c9e043a334d5c41b1b65ec5e29fe	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	1.0
2ab35db1eb184f06e90a9dcc646fff62	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Peridiniales; f__Peridiniales	0.9
2ab56f433c8d4b7f4ae35b8a0f8e0f87	d__Eukaryota; p__Cercozoa; c__Vampyrellidae; o__Vampyrellidae; f__Vampyrellidae; g__Vampyrellidae	1.0
2ab58c428ce95052c98ebb4f03a1b835	Unassigned	1.0
2ab703318d8c163e2bd9420e8ac3db93	d__Eukaryota; p__Cercozoa; c__Cercomonadidae; o__Cercomonadidae; f__Cercomonadidae	1.0
2ab7ae241c16c1a1191a56aeee7a43e6	Unassigned	1.0
2ab8006107fe6f76c63a481535ba766e	Unassigned	1.0
2ab8f9a347f50500ebaba81baa187d30	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Thecofilosea; f__Thecofilosea; g__uncultured	0.6
2ab93eb62bc37b1bc058393549624c2b	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea	1.0
2abb653e595f5d5f1026de6536128559	d__Eukaryota; p__Nemertea; c__Anopla; o__Heteronemertea; f__Heteronemertea; g__Heteronemertea; s__Lineus_bilineatus	1.0
2abb8539b1ce3700f8be4e8d21023197	d__Eukaryota; p__Apicomplexa; c__Novel_Apicomplexa_Class_2; o__Novel_Apicomplexa_Class_2; f__Novel_Apicomplexa_Class_2; g__Novel_Apicomplexa_Class_2	0.75
2abba342a225b5241c9fd518edda544e	Unassigned	1.0
2abbf364453c39edbfb4a87207d96bb2	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea	1.0
2abc51c278c5ca24d1265d6d24076841	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Pla1_lineage; f__Pla1_lineage; g__Pla1_lineage; s__uncultured_bacterium	0.889
2abdd52b88151c030cad4e006cf50184	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__Frontonia; s__Frontonia_sp.	0.6
2abe1905e4e58c5798917aaa8bd7790c	d__Eukaryota; p__Ciliophora; c__Intramacronucleata	1.0
2abed69112b21f924b1b44f712e16ae7	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	0.9
2abee9187b15c81059162823e3ab75cc	d__Eukaryota; p__Cercozoa; c__Ascetosporea; o__Ascetosporea; f__Paradiniidae; g__Paradinium	1.0
2abf0da972f284fd0e99a95b34ccca8b	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.7
2abf53dff5716c242c8bc974a88c0da8	Unassigned	1.0
2ac0424eb60f90870a22a0433b5a715f	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__P.palmC41; f__P.palmC41; g__P.palmC41	1.0
2ac19ca33e8cde67848fe2e15b83cd43	Unassigned	1.0
2ac1e66888e097543acb3e658a17c48d	Unassigned	1.0
2ac26220fc1a02369106c393f388959a	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	1.0
2ac2caa87f297d7e9083acdb317df9d1	Unassigned	1.0
2ac2fc45e4dcf98df09140fe26753454	Unassigned	1.0
2ac351be0b6124c465b79db51b1381a1	Unassigned	1.0
2ac5030d7b4292003127616737048ba5	d__Eukaryota; p__MAST-12; c__MAST-12C; o__MAST-12C; f__MAST-12C; g__MAST-12C	1.0
2ac554a6ed099572d6fe6fb2cbc00014	Unassigned	1.0
2ac88171665752e107fbbf5006e0f146	Unassigned	1.0
2ac9d06718fc9ef1a8900047e00e0082	Unassigned	1.0
2acac4dbf00f9f290bef4c8aaa1cd0a4	d__Eukaryota; p__Protalveolata; c__Perkinsidae; o__A31; f__A31; g__A31; s__uncultured_alveolate	1.0
2acc73437b6775c2dd4c46b8698c2d4c	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae	0.9
2accab7b8fef29d33a9b3e5159b27a78	d__Eukaryota; p__Echinodermata; c__Ophiuroidea; o__Ophiuroidea; f__Ophiuroidea; g__Ophiuroidea	1.0
2ace87c503a7bd727ed6221c24bdfb9e	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia; g__Strombidium; s__uncultured_eukaryote	0.6
2acee0ea70b083e718a28f3665f3a3cd	Unassigned	1.0
2ad02fa69a3cf0b9e48c4a8431bcb2a8	Unassigned	1.0
2ad125d8d32809bda6fd43c783cd55be	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__metagenome	1.0
2ad1b7377bc79a30b79f68691b107db8	d__Eukaryota; p__Protalveolata; c__Perkinsidae; o__A31; f__A31; g__A31	1.0
2ad1e590602b06a11ac74e293b8644c1	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	1.0
2ad28c8959221884189c06bfd522cc26	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae	1.0
2ad37f27c9b05603584fb0c56b9280e8	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida	0.8
2ad41791d8b51b687260f8a20e214883	d__Eukaryota; p__Ochrophyta; c__Chrysophyceae	1.0
2ad53b9e8bedfe16771661021f08148f	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydiaceae; s__uncultured_Chytridiomycota	0.667
2ad68399d2ce24d273323745d8121d3a	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Colpodea	0.7
2ad7db0e1e4f3a198feeb78e20aabb0f	d__Eukaryota; p__Annelida; c__Polychaeta; o__Terebellida; f__Terebellida; g__Terebellida	0.6
2ad93db307292ddb0e17a31e0535839a	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I	0.6
2ad94eba0c22fca1e76a00fef8a1e6c5	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__Peritrichia; s__Usconophrys_sp.	1.0
2ad967246948f03ae86dd9f8bb665929	Unassigned	1.0
2ada8939cd0f81f8baeb7f13e4f577e7	Unassigned	1.0
2adab953b9c0f1641f8691809c7b7415	d__Eukaryota; p__Blastocladiomycota; c__Blastocladiomycetes; o__Blastocladiales; f__Blastocladiaceae; g__Allomyces; s__Allomyces_macrogynus	0.889
2adb6f789ef6cb641457c289a16e4b2c	Unassigned	1.0
2adb920e4a1c7af9986d64646f74cf9e	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Protaspis	0.7
2adbce53213a46133ffbb7ef89d9567e	d__Eukaryota; p__Holozoa; c__Choanoflagellida; o__Acanthoecida; f__Stephanoecidae; g__Diaphanoeca	1.0
2adca01828dec20660d32fb9ed38676f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae	0.8
